"claim","verdict","summary","source","link"
"Says Rep. Marjorie Taylor Greene said, “Who else thinks the downfall of America started with Barack Obama?”","false","The verified account — ""Marjorie Taylor Greene Press Release (Parody)"" — posted the message about Obama on Aug. 20. The statement in the Instagram post didn’t appear on that account or Greene’s other verified account, @mtgreenee, as of Sept. 17, and we found no credible news coverage to suggest she posted the statement and then deleted it. Close readers might notice that the name in the X post — ""Marjorie Taylor Greene … "" — is cut off.","Viral image","https://www.politifact.com/factchecks/2024/sep/17/viral-image/parody-account-pans-us-rep-marjorie-taylor-greene/"
"“On (Josh) Stein’s watch, rapes in North Carolina are up 53%.”","barely-true","It’s difficult to know how many rapes occurred in North Carolina under Stein’s watch because not all rapes are reported and not all rape reports lead to convictions. The claim is based on a total number of rapes reported over time — data that’s flawed because law enforcement agencies expanded their definition of what qualifies as rape while Stein was in office. The group cited North Carolina State Bureau of Investigation’s data on rape reports — data that has been affected by changes to how rape allegations are documented by law enforcement agencies.","Republican Governors Association","https://www.politifact.com/factchecks/2024/sep/17/republican-governors-association/anti-stein-ad-cherry-picks-stat-about-rape-in-nort/"
"The plus in LGBTQ+ includes pedophilia.","pants-fire","Morrow said the plus in LGBTQ+ includes pedophilia. According to a guide compiled by the Human Rights Coalition, the plus sign in LGBTQ+ could include people who are: Contrary to Morrow’s post, Cruz said safety is a primary concern of Equality NC. State superintendent candidate Michele Morrow targeted her Democratic opponent, Mo Green, on social media Monday for accepting an endorsement from Equality North Carolina, a group that champions the LGBTQ+ community, which includes people who identify as lesbian, gay, bisexual, transgender or queer.","Michele Morrow","https://www.politifact.com/factchecks/2024/sep/17/michele-morrow/ncs-michele-morrow-falsely-says-the-plus-in-lgbtq/"
"The FBI said it would “visit” Elon Musk for writing on X, “No one is even trying to assassinate Biden/Kamala.”","false","""Unlike his kids, we’re gonna visit him for this,"" read the supposed Sept. 16 FBI X post. The post in the purported screenshot didn’t appear on the FBI’s X account as of Sept. 17, and we found no evidence, such as credible news stories, that the agency posted and then deleted the supposed response to Musk. A purported screenshot of the FBI responding to Musk’s post started circulating on social media the next day.","Viral image","https://www.politifact.com/factchecks/2024/sep/17/viral-image/no-this-isnt-an-authentic-fbi-post-responding-to-x/"
"""Typically you have three to four debates in a U.S. Senate race. (Sen. Tammy Baldwin, D-Wis. has) given me one debate, almost a month after early voting has started.""","mostly-true","There’s still a way for voters to cast their ballots — voting absentee by mail — before the Oct. 18 debate. Now, let’s consider the second part of Hovde’s claim: Does the Oct. 18 debate take place ""almost a month"" after early voting starts in Wisconsin? Early voting is another name for in-person absentee voting, which can take place in Wisconsin from Oct. 22 through Nov. 3.","Eric Hovde","https://www.politifact.com/factchecks/2024/sep/17/eric-hovde/does-the-baldwin-hovde-debate-take-place-after-vot/"
"The “‘Inflation Reduction Act’ increased inflation and drove prices sky high!”","false","A Sheehy post said the Inflation Reduction Act that Tester supported ""increased inflation and drove prices sky high!"" It doesn’t mean that the Inflation Reduction Act caused inflation to ease. Tester voted for the Inflation Reduction Act in August 2022.","Tim Sheehy","https://www.politifact.com/factchecks/2024/sep/17/tim-sheehy/montana-senate-candidate-tim-sheehy-wrongly-blames/"
"“In Project 2025, you’re going to have to register with a new federal agency when you get pregnant.”","false","The Project 2025 document does not call for a new federal agency for pregnancy registration. Walz said that Project 2025 requires women to register with a new federal agency if they get pregnant. Project 2025 would withhold federal money from states that don’t report abortion data to the U.S. Centers for Disease Control and Prevention.","Tim Walz","https://www.politifact.com/factchecks/2024/sep/17/tim-walz/tim-walz-is-wrong-project-2025-doesnt-call-for-pre/"
"""Maduro llega a Rusia para pedir ayuda armamentista ante las relaciones negativas con los países americanos"".","false","Según nuestra búsqueda de noticias, la última vez que Maduro estuvo en Rusia de visita oficial fue en septiembre de 2019. Una búsqueda de la palabra ""Rusia"" en la página web de prensa de Maduro no dió resultados diciendo que Maduro fue a Rusia este año. Al hacer una búsqueda de imagen inversa en Google, encontramos el video en X, publicado por la cuenta del Ministerio del Poder Popular para la Comunicación e Información de Venezuela el 4 de diciembre de 2018.","Instagram posts","https://www.politifact.com/factchecks/2024/sep/16/instagram-posts/video-de-nicolas-maduro-llegando-a-rusia-no-es-act/"
"Former President Donald Trump posted “0-2” Sept. 15 on Truth Social.","false","We rate claims Trump posted ""0-2"" Sept. 15 on Truth Social False. He posted about the gunman on Truth Social the night of Sept. 15, thanking the Secret Service and other law enforcement officials ""for the incredible job done today at Trump International in keeping me, as the 45th President of the United States, and the Republican Nominee in the upcoming Presidential Election, SAFE."" An X account called ""Donald J. Trump Posts From His Truth Social,"" which shares Truth Social posts from Trump and his team, featured all of the aforementioned posts when PolitiFact reviewed its feed Sept. 16.","Facebook posts","https://www.politifact.com/factchecks/2024/sep/16/facebook-posts/former-president-donald-trump-didnt-share-this-ass/"
"Ryan Routh appeared in a Blackrock commercial.","false","""The latest Trump would be assassin — Ryan Routh ALSO appeared in a Blackrock Commercial just like Thomas Crooks,"" a Sept.16 X post reads. After his arrest, social media users shared a video of Routh that they say connects him to BlackRock Inc., a New York-based investment management company. The post is accompanied by a video clip of Routh in the crowd at a rally with an American flag tied around his neck.","X posts","https://www.politifact.com/factchecks/2024/sep/16/tweets/no-this-video-does-not-show-ryan-wesley-routh-in-a/"
"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”","pants-fire","Social media users claimed the apparent assassination attempt against Trump on Sept. 15 was ""staged."" Soon after U.S. Secret Service agents intervened to stop a second assassination attempt against former President Donald Trump on Sept. 15, social media users started spreading conspiracy theories about the incident, including that it was staged. In July, when a gunman opened fire on Trump during a Butler, Pennsylvania, campaign rally and a bullet grazed Trump’s ear, social media users also falsely claimed that assassination attempt was staged.","X posts","https://www.politifact.com/factchecks/2024/sep/16/tweets/claims-that-an-apparent-assassination-attempt-agai/"
"“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”","true","Cowles said: ""The most recent State Budget increased funding for the Department of Tourism by 98 percent."" ""The most recent State Budget increased funding for the Department of Tourism by 98 percent,"" state Sen. One Wisconsin lawmaker says funding for the state’s tourism department is up nearly 100 percent.","Robert Cowles","https://www.politifact.com/factchecks/2024/sep/16/robert-cowles/gop-senator-is-correct-wisconsins-tourism-budget-i/"
"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10.","pants-fire","We searched using Google and the Nexis news database and found no credible reports that ABC lost advertisers or ad revenue because of its handling of the Sept. 10 presidential debate in Philadelphia. RELATED: No, ABC News did not fire presidential debate moderators David Muir and Linsey Davis RELATED: Fact-checking Kamala Harris and Donald Trump’s first 2024 presidential debate PolitiFact rated claims that ABC fired the debate moderators Pants on Fire!","Threads posts","https://www.politifact.com/factchecks/2024/sep/15/threads-posts/claim-that-abc-lost-27-million-in-ad-revenue-after/"
