claim,verdict,explanation,source,link,id
Charlie Kirk X post about iPhone storage reveals his top app is Grindr.,pants-fire,"A Threads post that claims to show Kirk accidentally revealed in an X post that he uses the gay dating app Grindr used an altered image. An Aug. 27 Threads post shared a screenshot of an X post that showed what it claimed was a social media post from Kirk. The X post claimed Kirk wrote, ""Went to check my phone storage and saw the woke gay agenda is alive and well.",Threads posts,https://www.politifact.com/factchecks/2024/aug/29/threads-posts/fake-x-post-shared-to-falsely-claim-charlie-kirk-r/,e515218a-3dad-4107-b7f1-904a2d4cdff9
Says Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”,false,"""Colin Kaepernick says he’ll leave Russia if he doesn’t get the respect he deserves in the U.S. - This is SATIRE,"" said a Sept. 10 Facebook post from SpaceX Fanclub, which notes that ""nothing on this page is real."" We rate claims Kaepernick said he would leave the United States for Russia False. ""Colin Kaepernick: ‘Will go to Russia if not respected properly in the United States,’"" a Sept. 13 post said.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/20/facebook-posts/colin-kaepernick-isnt-russia-bound-this-claim-orig/,dd00cf36-dbfb-4f37-925e-602c1d8f8a33
"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”",false,"A video shared on social media claimed to show Somali immigrants in line to get driver’s licenses in Pompano Beach, Florida, and said, ""All you need to vote is a driver's license."" A video shared across social media showed what it said were hundreds of Somalis illegally in the U.S. lined up to get driver’s licenses in south Florida. Florida law prohibits immigrants in the U.S. illegally from getting driver’s licenses.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/07/instagram-posts/video-spreads-misinformation-about-immigrants-in-t/,072ce092-4da0-4c16-a4cf-b9ca8ef854d6
"“When Tim Walz was asked by his country to go to Iraq, do you know what he did? He dropped out of the Army and allowed his unit to go without him.”",barely-true,"The Minnesota National Guard said the battalion then received an official order about mobilizing for deployment to Iraq in July 2005, after Walz retired. Walz retired from the Minnesota National Guard in May 2005. Al Bonnifield, who served with Walz in the Minnesota National Guard, told Minnesota Public Radio in 2018 that Walz weighed his retirement from the guard and congressional run ""very heavy.""",JD Vance,https://www.politifact.com/factchecks/2024/aug/09/jd-vance/jd-vance-attacked-tim-walz-on-military-record-his/,3d12e81a-7b84-4a33-b09a-300703b332de
President Joe Biden “killed his first wife.”,pants-fire,"""Yall know Biden killed his first wife and blamed it on a drunk driver and the man hadn’t even been drinking and the police reports have been lost,"" the July 18 post said. We rate claims that Biden killed his first wife Pants on Fire! Nealia Biden, 30, was driving the family’s station wagon Dec. 18, 1972, when she and Biden’s infant daughter, Naomi, were killed in a collision.",Instagram posts,https://www.politifact.com/factchecks/2024/jul/31/instagram-posts/president-joe-bidens-first-wife-died-in-a-collisio/,5acbdc84-19f3-458b-a59c-b271883d4955
“Chiefs' Coach Andy Reid criticizes Taylor Swift: ‘You’re not a good role model.’”,false,"""Chiefs coach Andy Reid confronts Taylor Swift ‘You’re not a good role model,’"" said a July 1 post on the SpaceX Fanclub Facebook account. ""Chiefs' Coach Andy Reid criticizes Taylor Swift: ‘You’re not a good role model,’"" a Sept. 17 Facebook post said. ""I think it's great for him,"" Reid said.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/20/facebook-posts/fake-news-story-about-chiefs-coach-criticizing-tay/,aa8e75db-dadb-4dcf-86d3-3485b7ea1910
“Donald Trump posted this photo of Taylor Swift saying that she was crying because she lost over $150 million worth of merchandise.”,false,"""So, Donald Trump posted this photo of Taylor Swift saying that she was crying because she lost over $150 million worth of merchandise boycotting because she endorsed Kamala Harris,"" a person in the video said. ""Trump posts photo of Taylor Swift crying,"" read text in the video that also included a screenshot of an X post from an account called ""Donald J. Trump News."" Finally, the images of Swift used in the X post struck a nerve for some Swift fans and distressed the mother of a boy who died from cancer before his fourth birthday and inspired Swift to write a song about him.",Threads posts,https://www.politifact.com/factchecks/2024/sep/18/threads-posts/a-donald-trump-fan-account-not-the-former-presiden/,f973a114-b563-4b3a-84a1-888036918cef
"“Even before the pandemic, (Donald Trump) lost manufacturing jobs, by most people’s estimates at least 200,000.”",barely-true,"About 200,000 manufacturing jobs were lost during Trump’s entire tenure, not just the prepandemic period. But the 200,000 jobs figure she cites includes manufacturing job losses during Trump’s entire presidency, not just the prepandemic period. Bureau of Labor Statistics data shows that manufacturing sector employment fell by 48,000 from its prepandemic peak in January 2019 to February 2020, the month before the pandemic hit the U.S. That’s a quarter of the number of jobs Harris said were lost before the pandemic.",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/26/kamala-harris/kamala-harris-exaggerates-scale-of-prepandemic-man/,2d579d0b-83bd-4e09-a9b2-77bb0839db81
"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".",true,La ley entró en vigor el 1 de octubre de 2023. La población de Minnesota es de unos 5.7 millones de habitantes. obtener una licencia de conducir estándar o tarjeta de identificación de Minnesota.,Byron Donalds,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/tim-walz-firmo-ley-que-permite-a-inmigrantes-ilega/,eceb5f9b-0359-4117-9d92-75c6ce81dd22
"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10.",pants-fire,"We searched using Google and the Nexis news database and found no credible reports that ABC lost advertisers or ad revenue because of its handling of the Sept. 10 presidential debate in Philadelphia. RELATED: No, ABC News did not fire presidential debate moderators David Muir and Linsey Davis RELATED: Fact-checking Kamala Harris and Donald Trump’s first 2024 presidential debate PolitiFact rated claims that ABC fired the debate moderators Pants on Fire!",Threads posts,https://www.politifact.com/factchecks/2024/sep/15/threads-posts/claim-that-abc-lost-27-million-in-ad-revenue-after/,d9a4af90-8858-4917-b5e6-8bb16aa6c3c8
Sen. Rick Scott does not support abortion exceptions.,false,"Scott has also said he prefers abortion limits at 15 weeks of pregnancy, with exceptions for rape, incest and the life of the pregnant woman, because he believes that’s what most Americans support. He has said that, if he were Florida’s governor, he would have signed the state’s current six-week abortion ban, which includes exceptions for rape and incest through 15 weeks of pregnancy and the pregnant woman’s health and life. Mucarsel-Powell said Scott does not support abortion exceptions.",Debbie Mucarsel-Powell,https://www.politifact.com/factchecks/2024/aug/14/debbie-mucarsel-powell/in-spanish-ad-debbie-mucarsel-powell-misleads-on-r/,6e7758cb-c82b-4a0d-b46a-ae01ed797cd9
El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.,false,"El expresidente sufrió un intento de asesinato el 13 de julio en un mitin en Butler, Pensilvania, pero Trump dijo que ya se recuperó de una herida de bala en su oreja derecha. Trump tiene programados mítines de campaña en Atlanta, Georgia, el 3 de agosto y en Bozeman, Montana, el 9 de agosto, según su página oficial de campaña. ""EL MUNDO DE LUTO… ..FALLECE NUESTRO GRAN #IDOLO..EN ACCIDENTE CONFIRMAN LA NOTICIA EN LA MAÑANA DE HOY.."", dice la publicación en Facebook del 31 de julio.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/no-el-expresidente-donald-trump-no-fallecio-en-un/,6f516a42-2cf0-4987-a92b-9d891a487f0c
“TD Jakes MYSTERIOUSLY VANISHES: The search for the renowned bishop begins!”,false,"On Sept. 20, when this Facebook post about Jakes’ supposed disappearance was published, the T.D. a Sept. 20 Facebook post said. A video in the post claims that Bishop T.D.",Viral image,https://www.politifact.com/factchecks/2024/oct/01/viral-image/the-good-word-texas-megachurch-pastor-td-jakes-isn/,24bdd18a-a59e-456d-b980-51c3e80e8c34
"Photo shows a child “saved” by Deputy Ryan Braidley in Elko County, Nevada.",false,"We rate claims this photo shows a child found in Elko County, Nevada, by Deputy Ryan Braidley False. The Elko County Sheriff’s Office confirmed to PolitiFact that no Ryan Braidley works there. ""Deputy"" isn’t typically a title at police departments such as Elko’s, but no Ryan Braidley works there, either.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/05/facebook-posts/viral-post-about-a-lost-child-in-elko-county-nevad/,5f0e47bd-2573-4e72-be44-6180d5ced03a
"“Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen.”",false,"""Gordon Ramsay calls Tim Walz a ‘woke creep,’ throws him out of Hell’s Kitchen,"" a Sept. 6 Facebook post said, referring to a Ramsay restaurant with seven locations across the country, including Washington, D.C. A Facebook page that posts satirical content shared the claim Sept. 4 on its account with one major caveat: it was clearly ""rated satire,"" whereas the Sept. 6 Facebook post included no such label. This post was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/12/facebook-posts/gordon-ramsay-didnt-kick-minnesota-gov-tim-walz-ou/,58fe553e-262c-4bb6-9506-97081b4ebecf
