label,statement,source,uuid
false,says newark paying 80 percent school budget local property taxes,LIAR,75693977-815a-43bf-8ea2-ea951602c0d4
half-true,says would almost twice actual experience practicing law greg abbott becoming attorney general texas,LIAR,3e4036ba-439e-4ef5-a44e-f0e2c7c4e970
true,incoming house speaker dean cannon incoming senate president mike haridopolos said plan champion efforts next legislative session allow oil rigs floridas coast,LIAR,1278b829-9b83-484c-bbd0-c58cbab16c36
false,capandtrade plan,LIAR,7ca6923b-cf89-4fd7-844f-7e7903b7c3d5
barely-true,election tracker fivethirtyeight reported whoever wins pennsylvania next president,LIAR,ea282c1c-b261-442c-91ce-958e33d3ea08
mostly-true,ford moving smallcar production mexico,LIAR,96f0d282-77dd-478e-a7da-5cb710a56af6
true,federal government track secondlargest budget deficit 65 years,LIAR,d90e4b54-df4b-4ee2-8da2-d8366b636f69
half-true,obama administrations bailout general motors ohio dealerships forced close,LIAR,2e21c336-6054-429a-aace-832fdf57bf13
half-true,russia tremendous numbers nuclear warheads 1800 way expanded didnt,LIAR,cafe66f3-8e9e-4088-8b61-539bbca16660
barely-true,barack hussein obama force christian organizations pay abortions,LIAR,c0e9b338-beb3-4d0c-a855-5bb5e5f1a733
barely-true,weve examples like yuma county weve able stop 97 percent illegal immigration flow programs abolish,LIAR,1a950736-85bf-410c-a1ba-0cddfcd55da2
barely-true,92 million americans arent working,LIAR,9640e17c-51e3-43d6-8161-c417267d5293
false,grandfather arrived united states government benefits immigrants,LIAR,53404005-dc90-475a-9d5b-9f480972c545
pants-fire,decision whether fire gen stanley mcchrystal president obama fix yet another problem inherited bush administration,LIAR,67fe33b8-312c-4e07-bbfa-ba0c4945e392
mostly-true,rep peter petrarca voted two pieces legislation helped auto body shops point think conflict interest,LIAR,23bc35a8-7e94-4130-a93e-bbe2881be015
false,rob portman one actually sucked jobs mahoning valley sent china,LIAR,fb79def8-c77a-4e15-8603-042ca21e3579
pants-fire,obama white house renaming christmas trees holiday trees,LIAR,9439a949-4800-4fd6-9fca-ddc35e15ac00
barely-true,president flagrantly defies 2006 federal law ordering construction secure border fence along entire mexican border,LIAR,65f5cd13-7487-4045-a2d9-19dcb13562a0
false,says fbi director james comeys letter new developments investigation emails went republican members house,LIAR,f1d7d325-4253-4618-aba9-d3a57b8bfae5
half-true,transpacific trade deal could cost america 448000 jobs,LIAR,bff86603-e3eb-4f41-a038-3d893ee7b8d8
mostly-true,eighty 82 counties ohio auto manufacturing facility,LIAR,2603b148-8ba5-44d7-bec8-3e61563258d7
half-true,says politifact said kept campaign promise toughen ethics rules,LIAR,fe17d655-aedb-42b0-830e-b55769b6bce9
mostly-true,florida 1200 golf courses think 58 million rounds played year florida weve got 44 percent travel golf country 5 million people come golf,LIAR,afce5598-7a79-4ba8-9882-db330cf05378
mostly-true,time left state department economic growth opium production afghanistan infant mortality declined school enrollment rose sevenfold,LIAR,bf671947-056e-4613-98c4-d6d26692e12a
false,eisenhower administration single soldier died combat,LIAR,2cbb60b6-bb38-42e9-bf47-8990c31ea62c
Unproven,people red hair higher pain tolerance,Snopes,4fd6017a-a501-4b96-8e68-fd9e1fa9698f
true,says president barack obama utter words radical islamic terrorism matter policy nobody administration say words radical islamic terrorism,LIAR,72457c5f-5d58-49c5-9e82-3a06f9a29fb7
pants-fire,president obama raised muslim,LIAR,79e47b1e-9a15-41a6-84cf-e5fd4874d7ef
mostly-true,28 members nato pledged spend least 2 percent economy defense three countries britain greece us,LIAR,cd7d875e-ba27-41e6-9f7b-76a2020c16ce
true,says since 1994 vawa first passed incidents domestic violence dropped 50 percent,LIAR,a3ba67b8-cc8c-4c84-baee-d1ea45ec2854
mostly-true,hyde amendmentlanguage human trafficking bill democratic sponsor admits bill voted,LIAR,33a6ab88-13e6-404f-9ad0-8d52395c10df
half-true,30 years inaction raised fuel standards middle next decade cars trucks go twice far gallon gas,LIAR,2bb0cd9d-8730-4536-8a31-6f1a22ccc80e
false,jack kingston earmarks one time every member georgia delegation put together,LIAR,74fe4a7e-9245-48be-89f4-11539f9abd4f
pants-fire,mcdonalds hamburgers 15 percent real beef 85 percent meat filler cleansed ammonia causes stomach intestinal cancer,LIAR,ec10818b-b60a-49c3-a49c-6f0cd5756e2d
true,today california kicking butt creating jobs economic growth texas,LIAR,87731e9c-c96d-4b63-8371-9cd41d240519
pants-fire,iowa good reason constitutional reasons reasons related lord first caucus primary,LIAR,3d0cc2b0-d113-4eee-ba16-ddb7d057c31d
false,us economy recovering slower europe,LIAR,7a91059c-5a05-4fe4-a7d1-4024eb6612e1
mostly-true,right every major poll national poll statewide poll done last month six weeks defeating trump often big numbersand always larger margin secretary clinton,LIAR,0c715103-05e4-4d4a-ae85-5540c57030d5
barely-true,louie gohmert texas blamed mass shooting movie theater colorado ongoing attacks judeochristian beliefs,LIAR,ba2f0c75-c422-494e-bf78-5bbed0b9494b
false,wisconsin one states country currently require photographic identification vote,LIAR,c40c35f3-ada8-4185-9189-271d2e6a18c3
barely-true,barbara boxer voted cut spending medicare benefits 500 billion cuts costly hospitals nursing homes could stop taking medicare altogether,LIAR,7766d63a-8d6e-4122-92da-4efb08e0b426
false,diane black voted fund obamacare,LIAR,9b8605da-334f-4077-b8c2-b4813d9fe051
true,torture illegal laws illegal international laws,LIAR,dafb59fa-dc5b-4ff4-8525-afeeda23836e
false,report came continue president obamas policies looking 9 percent unemployment next year fourth quarter,LIAR,4c463445-edf4-4e2a-b9dc-fc4cd784c049
pants-fire,says crime statistics show blacks kill 81 percent white homicide victims,LIAR,d7542e2c-a623-46a5-9150-2c5edf495307
half-true,300 mass shootings united states year country world,LIAR,439a0a1b-1112-4cbf-b0a6-eb7425419ba5
false,10 cents thedollar clinton foundation goes charitable causes,LIAR,fbca247e-f7e1-484a-8c5d-bb977a586134
half-true,cost iraq war couldve ended world hunger 30 years,LIAR,74d8f113-3ec0-49e6-9721-b5c60d7d12c7
true,majority support raising minimum wage,LIAR,f87fbd4a-34bb-49f0-8181-1940f91c8c65
pants-fire,barack obama rejects everyone white including mother grandparents,LIAR,ccdd3337-4db8-4d5b-9f37-48946ddb5eef
barely-true,100 days since passage economic stimulus saved created nearly 150000 jobs,LIAR,fa90d13e-6847-4eaa-bf47-0316bb15f1b7
half-true,says donald trump proposes deport 16 million people 11 million without documents donald trump mike pence want get rid birthright citizenship,LIAR,cf654340-9e11-41bf-9b32-1a290f334c51
pants-fire,obamacare isnt helping anyone,LIAR,ae2ef0c4-feed-4668-aa08-140611039d21
true,says governorwe expanded participation virginia early childhood programs nearly 40 percent,LIAR,73c5fbb7-b601-4399-ac16-b9bd2aef4d5a
half-true,republican gubernatorial candidate eric greitens spent another 600000 image consultants rebrand charity mission continues,LIAR,feb4b414-ac08-4fff-aecf-c287dea54c4b
barely-true,rhode island invested less tourism economic development economic development personnel four nearby states,LIAR,98576234-9c8d-4647-a442-9243d82a3215
barely-true,said democratic candidate state attorney general represented entire state georgia,LIAR,dbdaba78-8847-455d-b0eb-fb54d56a636e
false,rhode islands unemployment insurance system expensive system country,LIAR,75309e4e-23a4-469f-9f8b-1aacfc5160a3
half-true,tuition rutgers increased 10 percent since gov chris christie took office cut funding higher education,LIAR,be80659b-3d3c-4c35-9008-754c5f3bb010
false,upwards 90 percent women seeking abortion decide abortion seeing ultrasound,LIAR,390ef4af-aafd-4bcd-a8e1-995f4b7e92b4
mostly-true,united states seen unemployment rate steadily decline new jerseys remains nearly two percent higher national average point higher connecticut new york,LIAR,59cb9393-7c20-4dc1-bea7-360b408255f8
false,signed largest single tax cut history florida 25 billion tax cut five years directed property tax cuts,LIAR,269cb543-f459-4801-b18c-9bccfc58dd4c
barely-true,substantial number probationers participating pilot project ease farm labor shortage able finish work,LIAR,b898df96-f696-4fab-a44b-bf1627dbf0e6
half-true,sen obama made argument criticizing back november 2006,LIAR,b88ca12a-fa98-48ad-85df-ed22a3ef71a2
half-true,roy cooper wont say pay free college tuition,LIAR,42251a67-8b8c-4897-a02f-9fab64d64b8d
false,obama administration shut amber alert program government shutdown,LIAR,8a1286d5-7162-4cd5-a355-0e92e057d8aa
pants-fire,barack obama wrote thesis columbia university criticized plutocratic thugs said constitution gave americans shackles hypocrisy,LIAR,df74b258-f351-4cc9-ba1c-689768bc7ea5
true,region represent currently future automotive plants entire state california,LIAR,d4a3414c-ba06-40ce-a320-2d136099912c
half-true,john mccain opposed legislation fund levees flood control programs considers pork,LIAR,c9808ea6-df25-41e4-83e8-ac079a2e19f4
mostly-true,canadian middle class incomes higher united states working fewer hours pay living longer average facing less income inequality,LIAR,b85cfd28-3b72-4fbb-8c64-8b16f6d17fb9
barely-true,republicans made easier buy gun states 2010,LIAR,4f6fbdee-ba39-4844-a9ea-507896fab03d
true,says perrys chiefs staff lobbyists,LIAR,bfb6901b-c0d1-4b72-afe6-a4b243fc6b6e
false,says al qaeda camps drug cartels mexico,LIAR,d25836dc-ea89-4a94-9296-e4c2c127ea22
half-true,senior senator arizona john mccain said couldnt support repealing dont ask dont tell economy,LIAR,a5ece611-1ceb-4247-a650-d53b906964e5
barely-true,pregnant women stand five six hours time increase risk preterm pregnancy 80 percent,LIAR,aedf0999-83c8-4210-922c-396fc2c665cf
half-true,president barack obamas stimulus,LIAR,c0381082-92c7-45b0-ab9b-103618245374
true,richard nixon released tax returns audit,LIAR,51287225-0ce9-4800-944f-91b9ae4ea08e
barely-true,alexi giannoulias top aide longtime bp lobbyist,LIAR,3b9f9964-eb63-4a89-896f-5f60b5f80904
mostly-true,paul ryans budget keeps obamacare taxes spending cuts paid obamacare cuts benefits,LIAR,a42b4cac-182f-49f9-8dcb-b49afd23962e
barely-true,jeb bushs plan social security disastrous seniors raises retirement age 70,LIAR,c81f8811-c6e1-4a97-8c81-c2ad869b61bb
half-true,says mitt romneys top five donors wall street firms barack obamas top five technology companies universities,LIAR,11800731-d7ed-4860-b64a-24d99823f0d3
half-true,says hillary clinton democrats admitted theres one candidate scares hillary clinton thats sen marco rubio,LIAR,fc3c7b16-8b7c-40a6-88c5-87b2648a5a8e
half-true,people air space museum rally health care bills,LIAR,2a33a590-723f-4c51-84ba-267008562c67
true,majority americans agree ban assault weapons way ronald reagan,LIAR,98a64b30-f56f-4b4b-897b-04b69bf17942
mostly-true,donna campbell called ending federal funding education,LIAR,3ce8fc1a-ef8d-4198-8d55-5ada59e17197
false,planned parenthood found also illegally sell baby parts,LIAR,0c72ed04-2085-4907-ab03-296d623528f9
Labeled,image shared online august 2024 showed authentic poster animated series beetlejuice beetlejuice coming max january 2025,Snopes,9382c2a7-aab7-4197-97b5-77f0e110cb9d
mostly-true,twothirds consumption services opposite sales tax enacted 30s,LIAR,a110b800-8a91-4b39-93b3-4abd1cd06f1d
true,members congress three days read bill stimulus rushed law,LIAR,04770c14-70b9-4956-852b-fab305ec9bef
false,2005 gay pride vote nothing discrimination,LIAR,d9f4e390-3bf3-4c1e-b81b-b828fcb40d5e
half-true,read koran talks dont take christians jews friends,LIAR,c5c4cef7-e0e3-46c4-8b05-5ae64dff6e37
mostly-true,says peyton manning struggles cold weather games,LIAR,f7e8b527-7ef9-4f2c-b6b8-cc12907ccacf
barely-true,florida investing record amounts funding hivaids prevention,LIAR,b3d2e929-5f4d-4e19-8c4b-a72468e99d8c
mostly-true,harris county texas highest jailing incarceration rates us world,LIAR,529b5011-7fe3-47d2-8559-6f3f0494bbcf
pants-fire,michigan massachusetts raised bottle deposit could longer afford program redemptions high profit,LIAR,c44de6a5-5806-435e-a038-cf2a75c7727f
pants-fire,democrats sly new hampshire day voter registration honest massachusetts elections close theyre busing place,LIAR,d9d857de-4c66-45af-b0be-56e5a3800b57
mostly-true,says texas passed state dream act state,LIAR,64027f9a-03b1-464c-82b4-5f56da94099d
true,social security started age expectancy average man 58 62 62 women,LIAR,1894f7b9-c24a-450f-962b-bae18f3be937
true,says republican vote creating house panel investigate planned parenthood,LIAR,809fcb70-3279-4b5d-b530-d58644af53a3
half-true,president obama attacking paul ryan medicare even though administration help jim langevin cut 716 billion medicare,LIAR,81f5bb86-87d7-48df-b964-3c934e4f94d1
mostly-true,john kasich became governor ohio 8 billion budget deficit theres 2 billion surplus,LIAR,e2f21e1f-40fd-41a4-9faa-e6f16991d526
half-true,countries higher minimum wage united states 725 hour include denmark 21 australia at1581 germany at11and france at1235,LIAR,5dac519f-dc14-4434-a07a-68a8e66882fa
false,ushered 3 billion new investment,LIAR,3bf68a3b-51f5-41a3-b7cf-f61e0d8f64b4
true,says 18 percent portland elementary schools art instruction compared 83 percent nationally,LIAR,798b4695-b115-4343-8fef-eb84a9f5ba35
false,opponent promises bring back old jobs wishing away global economy,LIAR,a0cea0f9-f1c4-49be-8672-0124e105b639
false,says jason carter gotten david axelrod come campaign advisor,LIAR,029ee76d-a00b-47dc-80ff-ba7018999993
barely-true,says us rep lamar smith supported 700 billion wall street bailout 2008 standing way reforms would assure bailouts would never happen,LIAR,2f2e4957-b0d2-4e6d-ac94-24abb1732622
mostly-true,became president ceo godfathers pizza supposed go bankrupt turned around commonsense business principles,LIAR,0f5720bb-b929-4e00-9370-3bbfa7662079
true,president obamas proposed spending freeze reduce 42 trillion government spending proposed 2011 2020 little onehalf 1 percent,LIAR,c43e3783-53b0-4859-b501-a6769fe86584
half-true,twentyseven outofstate pharmaceutical companies raised campaign dollars drug price control measure state ballot measures raised date combined,LIAR,b8d14ce3-80f7-4c2b-a9c7-b608b13ce0ff
barely-true,says mike dovilla supports plan could allow foreign corporation take ohio turnpike,LIAR,1e14d80f-4d6d-4018-ae51-9bd29a47cc85
true,17 years weve unemployment higher national average oregon,LIAR,0d4e51c5-93b6-4922-991d-fa977271ae65
mostly-true,costs 40000 year homeless person streets,LIAR,c6a1c7b6-0e0f-417f-a689-0d12c1024a4d
false,white men account 69 percent arrested violent crimes,LIAR,d2013037-7eab-4ca9-b929-ac19e648076b
false,make 250000 year really take home 125000,LIAR,78890b52-51b8-499b-91ad-6b44446c9df5
false,says dow chemical decided build plant saudi arabia rather oklahoma due impact environmental regulations supply natural gas,LIAR,034ffaa0-f018-4f2f-9274-99fa88a32bf3
pants-fire,barack obama says hes going reduce longterm debt deficit 4 trillion doesnt say hes going,LIAR,e374636d-9dd3-4b07-b7f8-06d7c383f7bb
mostly-true,says texas ranks 49th nationally support perpupil investment education state,LIAR,b0c8d595-72c4-4566-b68e-728af4f42ac4
barely-true,says hillary clinton ralph northam label police racists,LIAR,454921b5-f3e9-42da-98df-fb6117fffb44
mostly-true,second highest corporate tax rate among trading partners,LIAR,181b3399-d078-49fa-a77d-bd54766d35fb
true,says new jerseys public school students best advanced placement scores nation,LIAR,39e01462-e80f-4ea5-882c-0dffc0a5cb6f
half-true,presidents spokesman asked anwar alawlakis son said chosen responsible father,LIAR,3912bb7f-940d-4d73-a72e-a76fdb102698
true,hosni mubaraks rule egypt received american dollars country besides israel,LIAR,7e6525c0-6e08-40fe-b984-96987d2aaf00
false,even among second third generation muslims united states theres real assimilation,LIAR,6f605e95-1186-45f7-a966-cf105e0abbdf
false,president barack obama said beginning negotiations basic approach dismantle irans nuclear program exchange dismantling sanctions,LIAR,69da6e7d-c3d9-4c9b-9bed-22d39722b267
false,scott walkers schoolaid cuts devastating students without chairs government survey found 47 kids classroom,LIAR,42347b63-adf1-468a-aa4b-bfd869fefbab
mostly-true,says vladimir putin said breakup soviet union greatest geopolitical tragedy 20th century,LIAR,01e05658-fafd-4565-b927-ba8377c4d0e2
mostly-true,wisconsin one progressive tax codes country,LIAR,3bd90a16-584d-417e-824d-5f5dcb2fc676
pants-fire,statistics show nine times likely assaulted taxi driver austin driver ridehailing service,LIAR,8ea0e208-2c4a-408c-b674-148d2f5ce630
pants-fire,aide acted representing thompson campaign sent email criticizing sexual orientation us senate candidate tammy baldwin,LIAR,defbedd1-cec5-480b-bb67-d373a43d2970
half-true,ban apply oregon commercial fishermen washington commercial fishermen would still allowed use gillnets columbia river,LIAR,9d7796b8-9483-4c38-ad1d-7ce04f9511b7
barely-true,streetcar project proposed downtown milwaukee would actually take precious revenue away milwaukee public schools,LIAR,ef87b917-a68d-4c41-a6b9-f4b4b6649041
barely-true,says president obamas new immigration plan amnesty,LIAR,0c56ad3d-aaa9-46f3-b078-4a5654e473fd
false,says nikita khrushchev brought extra shoe united nations session 1960 banged desk protest,LIAR,96d1c04b-0c3c-4bf1-b724-e46fb9707387
barely-true,says president barack obama promised work employer lower premiums 2500 per family per year health care law raises premiums individual market 2100 per family,LIAR,3ac9522f-fbad-4fca-854b-86664591db74
true,certainly going restrictive state land terms get medical marijuana prescribed achieved terms moving marketplace,LIAR,81318867-2657-453a-8c8d-f49b57b1ac42
barely-true,financial services regulatory bill end taxpayer bailouts,LIAR,a65811f6-eacc-4045-9df7-016ce23e8702
true,decades social security medicare medicaid mandatory spending programs paying interest due debt eclipse entire budget,LIAR,57828e5a-746e-4c22-9152-b88a1c84474a
false,jobs incentive program created 1200 highwage jobs since 2009,LIAR,3939d242-c1af-442d-9a07-14db7b94a334
false,says cut 13 billion dollars state spending two years,LIAR,438ec269-8a66-4fbd-81f9-95d42f8549c3
false,social security ponzi scheme,LIAR,399515b9-ce60-426a-a30a-40bee25e5d4b
false,governor consult members party released transportation plan,LIAR,3efd5f40-9952-4f0a-9c71-be5a856fbbb2
mostly-true,2006 american people overwhelmingly iraq war,LIAR,fed3e9d2-bbcb-46c5-9b11-6f0581808fb2
pants-fire,congress includes 36 people accused spousal abuse 84 arrested drunk driving past year 71 terrible creditand,LIAR,d00cd6ba-bcca-4a1f-8ea8-4aa8fef02e49
barely-true,proposal put golf courses hotels florida state parks something leaked lot stuff halfbaked ready prime time,PolitiFact,c3dc9791-7477-4d29-b30d-0dd2980269a2
barely-true,even advocate wiping 401ks entirely replacing governmentrun accounts,LIAR,3257004f-98ef-406b-9c39-7e00e067e0e2
mostly-true,arizona spending less percapita basis every single state country higher education,LIAR,344ce94b-82c7-4aae-9438-e4443bb4644a
true,opposition earmarks,LIAR,d8f5c908-19f3-453a-b40e-2270493a59ba
half-true,west virginia voted democratic nominee 2000 2004 wouldnt put george bush last 7 years,LIAR,ea43dd3d-2d7b-44bf-babd-8a25d339e611
false,scheduled speech president barack obama first time american president spoken directly nations school children persisting succeeding school,LIAR,e7749527-0d68-4569-a0e6-59c52ea2eb97
false,says george w bushs administration losing millions jobs per month barack obama three years gaining hundreds thousands jobs per month,LIAR,fc156572-ed22-4a9f-ad1e-29782f284ad1
mostly-true,aig fully repaid federal government plus profit 22 billion,LIAR,27614531-d679-433b-b128-51e560bd6462
half-true,hillary clinton willing workers wages garnisheed refuse buy health insurance,LIAR,897b7095-1bbb-4075-97c1-0b93f96f3374
half-true,says president obama national labor relations board sued boeing decision open plant south carolina,LIAR,20b24b37-70af-4c05-87a2-a7fdb2785ee1
true,thensen barack obama refused raise debt ceiling said president bush failed leadership,LIAR,ede066fa-8764-49ee-9a8b-2eee0f79a722
true,mitt romney received exactly zero votes least 12 cuyahoga county precincts,LIAR,8793dd2d-a12f-4cc1-82c2-b812b036b978
pants-fire,since rep john boccieris election ohio lost 600000 jobs districts unemployment doubled,LIAR,96ababe6-fcd5-44c1-b7db-0d3183df8717
mostly-true,says ohios economic recovery started february 2010,LIAR,b570542d-5f1d-42f1-92b4-d5c9395345a3
half-true,says new jersey highest unemployment rate region stagnant job growth,LIAR,4a9c37ed-42d9-4a40-b43d-97f0d0d6d990
barely-true,ken mercer wants sean hannity james dobson included social studies texts,LIAR,1f192886-0b9e-4b3d-9cd1-91d492c1f88a
true,since 1961 private economy produced 66 million privatesector jobs whats jobs score republicans 24 million democrats 42 million,LIAR,33c7ff10-6cb1-455e-a57a-a034a932f8db
false,says comment extremists jv team wasnt specifically referring islamic state,LIAR,27b5bb27-fe38-4a3b-ae0e-6916f94c2ca0
barely-true,littleknown unit department justice community relations service deployed sanford fl following trayvon martin shooting help organize manage rallies protests george zimmerman,LIAR,79aa82aa-57c6-4d3a-bffd-e2159b33af54
true,says streetcars carry people buses attract riders dont ride transit actually operating costs greater bus,LIAR,b6a94ec5-0b1a-4587-9173-e0286fc9f21f
mostly-true,women getting computer sciences degrees 80s factor 2plus,LIAR,b9bf7d18-5b29-4f0e-8002-a95924c5a2b8
pants-fire,candidate ran either primary said raise taxes middle class,LIAR,2cbae9d2-cc8e-4fad-8b35-4b1f164ed398
barely-true,says nothing obamas 37 billion request address child immigrant situation actually secures border,LIAR,20a09567-6d9c-4392-a8a3-18152a4edeb0
pants-fire,city building code violations properties involve exterior issues within households fine,LIAR,faee6dcc-5d49-48e5-9e80-0662e016167e
false,barack obama wants unilaterally disarm nation,LIAR,d686fc42-a88e-4718-8fd9-e32896f3e294
true,iran president hassan rouhani cabinet members phds american universities members barack obamas cabinet,LIAR,99db8d63-bdd4-4579-b487-a71f79ff9a4c
true,2009 dozens senior terrorists taken battlefield drones,LIAR,bc7e9c0d-e0f4-431f-b230-ed1409e2cbb4
false,says city council member randi shade austin highest city debt per person texas,LIAR,38318a0d-db57-4ba6-abeb-6144cd1fdb2d
true,president obama 60 percent gm union buddies almost 20 percent,LIAR,50345031-2835-4d33-b9f8-71c818a63237
true,rhode island parole board never received objection attorney general parole convicted murder alfred brissette,LIAR,1eaf5a5e-9471-43e2-805a-897be7c4ee9b
barely-true,american people support anything people country illegally law enforced first,LIAR,da889473-46ec-4b5d-856b-8f66f6ccfbad
false,local law enforcement access obamacare data hubs treasure trove personal info,LIAR,cc07fa08-5941-4b39-b2a7-c2b086da43f9
barely-true,taxpayers even footed bill perrys trip bachelor party las vegas,LIAR,4b74116d-53f5-4bd4-b76e-91d5924996e3
true,says 18 states district columbia voted democratic six consecutive presidential elections,LIAR,e7b0afba-25f9-45d9-82f2-b2ad325e0411
mostly-true,says david rivera received 5000 campaign contribution congressman spencer bachus currently house ethics investigation insider trading,LIAR,adf5a945-0567-4d2c-9cf6-c6c4c487d478
half-true,president barack obama deserves called successful food stamp president american history 47 million americans food stamps,LIAR,6028e995-6303-4a1d-b996-a115ab6cd7b0
false,obamacare virginia taxpayers would forced pay abortions general assembly recently intervened,LIAR,8440d5c0-565e-4b76-85f6-29299dc36375
barely-true,death penalty deterrent affect impact people,LIAR,ef5f16ec-17d0-4dea-b154-7e7375dd0562
mostly-true,despite rhetoric democrat politicians people employed year point history wisconsin,LIAR,89e5b4dd-b0b9-4b3a-a7d8-418d214ac033
true,one five children live family thats food stamps,LIAR,c10ad193-effb-426f-9b11-1c687d5c6413
mostly-true,austin energy considering first rate increase since 1994,LIAR,649fd6b2-4150-4d23-b704-5764db43f2bc
mostly-true,says excessive speculation pushing oil prices recent report estimates adds 56 cents every gallon gasoline siphoned pump,LIAR,6e5be1d4-1dd3-401e-88fb-5ed1e80c9b2e
true,says bernie sanders came samesex marriage 20 years ago wasnt popular,LIAR,dc037ae9-9f30-471d-ba08-42d37ca5f6df
barely-true,stimulus money spent year next year 2011,LIAR,2da245f6-55e7-4844-9b91-6b3fb9b14d8b
half-true,banks paid hillary clinton 1 million contributing millions elect,LIAR,08454bcc-d00d-4bd5-9014-41e1ca52a59b
half-true,says mitt romneys housing policy dont try stop foreclosure process let run course hit bottom,LIAR,ee547dd5-107f-418b-b2f8-8a0752f702de
barely-true,congress decision spend less around world embassy security contributed tragedies like benghazi,LIAR,5a7cb810-5975-4d40-ae1a-a12972994ee8
mostly-true,50 percent immigrants el salvador guatemala honduras use least one major welfare program get,LIAR,abaa6c07-2212-45bc-850a-880a19ccd782
barely-true,heres simple undeniable fact overwhelming majority violent criminals democrats,LIAR,c3581e51-237e-4d2a-9741-784d306963a4
false,800 people refused get drug screening drugs,LIAR,077ebd24-31a3-4ff9-9111-dd115c5bce4c
barely-true,since president obama took full control washington every single day 1500 jobs lost,LIAR,92ac84b5-4e8a-4c3d-9fcd-c9e0364d8724
true,donald trump marriage equality wants go back,LIAR,25145ba8-5975-4334-b895-d0b4a5536264
barely-true,became governor inherited large deficit know turned largest surplus virginia history,LIAR,b365db90-a4b3-43d2-9196-c0310b4f3802
barely-true,obamacare drive 25 million americans workforce,LIAR,51d36de9-dc34-4453-ba85-80ffd407f251
false,presidents hoover truman eisenhower collectively ordered deportation least 15 million illegal aliens,LIAR,2e32d471-f8d0-4df8-9657-ba439c99550c
mostly-true,roughly 500000 georgians 5 percent states residents gone background check legally obtain georgia weapons carry license,LIAR,0a9bfe73-c716-458e-b379-1aac40843de5
false,vote tax increases member west miami city commission,LIAR,1d7bc83e-03e2-4d16-a0d4-f0a142e4b407
false,since obamacare stimulus passed unemployment rate us increased,LIAR,ae484c19-bcaf-4bb6-a062-f99a5a3ce4b4
false,bill advance keystone xl pipeline earmark house rules,LIAR,06c748db-9e23-4a49-a062-4b1864006e5e
pants-fire,say water fluoridation started nazi germany ghettos death camps pacify jews,LIAR,59bcade7-5fc5-4cd6-99ff-ef42ae2c2704
mostly-true,mitt romney tearing 3000squarefoot house build 11000squarefoot house,LIAR,470ef2d4-55e5-4c09-9c32-73057b294e7e
pants-fire,unions dont comply obamacare,LIAR,58c23161-12bf-4020-bde2-1d7b48162953
true,newt gingrich teamed nancy pelosi al gore global warming,LIAR,eb2d8d66-9e46-4dab-9fc7-fbca680034ef
mostly-true,among hispanics support immigration reform close universal,LIAR,041f3133-47f4-4b8b-ba8b-4abb65f39f50
true,many dont know bill young minority leader florida senatebecause republican senator,LIAR,ea3a0ed6-2026-4333-a58a-33d3af152dff
barely-true,last week supreme court reversed century law believe open floodgates special interests including foreign corporations spend without limit elections,LIAR,48d07e96-169e-474d-85fd-f65c549aee1e
true,im republican gotten endorsements presidential race major labor unions,LIAR,fe7ff35b-ad9f-4c87-b835-efee59429f02
true,virginia named best managed state best state business best state toraise child governor,LIAR,215589d8-9c60-41f3-a097-f48224cb422c
barely-true,year since recovery summer fall winter spring recovery,LIAR,cd2de0eb-aedc-4e56-bde3-1cf28bfc0f08
barely-true,american people dont want us raise taxes,LIAR,f6dd33c1-a948-4be4-bc09-52df64b3a4ef
half-true,says residents texas san antonio fired denied jobs gay,LIAR,dcc2671f-9a26-42ae-8ae0-184cd59f0ef2
true,president united states agrees marriage man woman,LIAR,5ea3095c-e356-42cc-a69c-2ba783333859
barely-true,says six studies verify math adds mitt romneys tax plan,LIAR,cc47d88d-fb29-4f25-bec4-af452b2b21d2
false,says donald trump always pays bills promptly,LIAR,4e7f43d5-7aa7-479a-9b90-9eb837f84388
false,paul broun jr sides sexual deviants support sale crush videos,LIAR,731d0b55-c4da-4473-b422-b7a3bc866283
half-true,privatesector jobs created first eight months 2010 eight years bush administration,LIAR,0284f119-22b5-4169-ba1e-259055aec24d
pants-fire,forty years ago hardly anybody country health insurance,LIAR,8e023a2a-47f5-4f93-9d29-d1908c3c1055
half-true,virginias governor allen cut spending waste bipartisan support,LIAR,ade7b6a5-beee-40c6-943f-94a8fa6ba3e1
false,trade agreements 20 countries trade surpluses one 20,LIAR,f6a847d0-ca75-4682-88cf-25995de26f07
mostly-true,maggie hassan missed nearly every university system board meeting,LIAR,6ee7b949-c693-4b2a-923d-f709ea147223
true,says united states trade much developed nations,LIAR,b6b23824-726e-4acb-89de-6ecc251e9a31
True,photo shared online late august 2024 showed fascist dictator former italian prime minister benito mussolini attempted assassination 1926,Snopes,56634fac-99a4-40e3-8456-54b8ad20f0dc
false,hurricane katrina dallas san antonio took 5000 10000 refugees bill white brought 250000 put buddies empty apartment buildings let federal government pay rents two years return new orleans welfare,LIAR,849d0174-cab0-41c7-994c-3ae0fbc7d19b
barely-true,says tammy baldwin introduced bill would require doctors health care workers ask patients including young children whether gay lesbian bisexual know gender identity,LIAR,0da2add8-d8d2-4a5e-928d-42858f567d3c
half-true,says illegal immigrants draw welfare benefits theyre sending kids school theyre using public services,LIAR,9c37a7e2-5109-48f8-8300-9230f8e75e89
