label,statement,source,uuid
mostly-true,says oregon limited budget growth rate population growth plus rate inflation states allfunds budget would 27 billion today 60 billion,LIAR,70261887-12a0-47fb-bc04-3af3cefd116a
pants-fire,politifact wisconsin concluded charge justice prosser prejudges matters come court true,LIAR,eba1b990-9597-42a9-b0b4-ad791b2d1d7a
pants-fire,back great recession millions jobs across america hung balance donald trump said rescuing auto industry didnt really matter much said quote let go,LIAR,581f0f7f-c04f-4708-ae42-0752bb1dd3bd
true,organized crime syndicate extorting money tom ganleys business threatening family fought back fbis highest civilian award,LIAR,b8f8cf60-9f44-46f6-bc72-6ba595956901
false,chamber commerce says new carbon regulations kill 244000 jobs year cost average families 1200 year,LIAR,8411ebe4-7f54-415f-a538-124977d61e70
half-true,john mica voted borrow 10 trillion,LIAR,a2f10023-e1df-4249-a109-da99707378c7
false,issue immigration alone next impossible find policy difference donald trump congressman joe heck,LIAR,0f5dbf50-ea5d-4951-b183-64206ad839e8
half-true,obamacare use tax dollars provide free viagra convicted rapists registered sex offenders,LIAR,98a42f6a-34db-47e1-9c2f-76532554bece
mostly-true,says mitt romney committed overturning roe vs wade supports amendments define life beginning moment conception,LIAR,43eebe80-707d-478e-adc4-2d7892f6d77a
true,know us population growth lowest since great depression,LIAR,3e0e16f1-3838-43da-ae53-8ad9a42fb927
half-true,im republicancandidate actually reduced size government,LIAR,af08cde5-472d-4197-9826-a06942ecb42e
barely-true,ron johnson willing hand great lakes oil companies,LIAR,ce4b874d-9943-4c24-ba54-366d64430284
mostly-true,sen joe liebermans home state public option covers 10000 citizens introduced republican governor,LIAR,930f7a09-6130-497e-a79d-559b9ba7a55b
true,social security first started 16 workers every retiree today three workers every retiree soon two every retiree,LIAR,6c1b5d30-8316-4551-85b9-ff97453800bc
false,says charlie bass forfeits right equal cost tv ads fcc rules,LIAR,86aa6570-b7c8-4510-bcd5-d76aa7de28d2
false,soy el nico official estatal quin es un hombre de negocios,LIAR,da92b820-9fb7-42d3-be96-a1ae185e0b5a
true,last six years state illinois spent 320 million illegal immigrants,LIAR,8dabcaae-889c-4276-8e04-28c7832e72d8
half-true,says pennsylvania charges top income tax rate 3 percent delaware state income tax,LIAR,edaac091-4797-479d-bb77-43083c6e7c74
barely-true,redskins used historically term respect,LIAR,a436ad1a-c190-434b-afab-46b3b2a0049e
false,expanding medicaid part health care law,LIAR,6009822a-cca5-4db4-bd06-a3dbe24cf704
mostly-true,black brown nine times likely stopped frisked new york city,LIAR,b3d0c15a-1c5c-422b-97a1-065e113dae03
false,mike rogers left michigan trade dc connections helping chinese tech companies get access us,PolitiFact,2e621d33-f346-43d5-a1b8-ea1eeec6fb79
barely-true,says recall elections aimed remove republican officials office cost tens millions dollars run,LIAR,5082e987-9c2a-40bd-a49b-3a66a22a888b
mostly-true,says mike enzi getting 84 percent campaign funds washingtonbased pacs thats senator either party,LIAR,e9244df7-6adc-46a3-b0db-e56e51e4c5d3
half-true,president obamas inaction caused three weeks go even approved governors plan protect marsh,LIAR,d4817c8a-04ec-4046-a9e9-fdec1ec23432
half-true,today selma ala poverty rate roughly nine times whites,LIAR,7194d7e6-1eb3-4cfd-9f30-aeb70914bf55
mostly-true,community tampa bay one 10 threatened sea level rise world,LIAR,275882ec-f5dc-48e2-843b-7956e7caeed8
mostly-true,says vetoed 250000 budget program learn catch rainwater,LIAR,718aa926-7369-4c7a-9866-a462961fb04c
mostly-true,nearly 60 percent women use birth control family planning,LIAR,a03f79d3-f9ca-49e6-8c9c-9574babc85a6
half-true,iraq syria american leadership including military power stopping islamic states advance,LIAR,194b6d6c-eddb-49ed-b159-a64e177ed600
mostly-true,says hillary clinton plans massively increase admissions middle east refugees including 500 percent increase syrian refugees coming country,LIAR,35d5458d-9399-43ae-98ca-25c58c42d210
mostly-true,illegal immigration crime rate low theyve decades,LIAR,ccd84889-2237-4a3f-8931-630f3ec417c3
barely-true,says president barack obama granted waivers allowing united states refugees provided material support terrorists,LIAR,03bb11b0-ef06-4070-ac93-bb79ff325b6d
mostly-true,record number hispanics elected us house representatives,LIAR,10e0c451-1c69-4158-8e9b-5d69c70b12be
pants-fire,domestic attacks bush,LIAR,10739bb4-d5a6-4d0f-ae37-ffdaa9f09fb9
half-true,another great endorsement barrow journal explains difference jody hice,LIAR,94ad5fec-4c30-48cf-8905-c62881d4ff78
true,says oregon ranks 30th nation regard incarceration rate,LIAR,f5c70f5c-b7ff-4131-9d75-321b58d30491
true,texas graduation rate ranks 43rd 50 states,LIAR,818c041b-b64e-4ba0-8915-9638e65fdbba
true,democrats lost 900 state legislators since barack obama president,LIAR,5fade158-14cf-4417-93f6-87ebacfee1b8
pants-fire,youll find blacks almost every regiment throughout south fought right alongside white southerners civil war,LIAR,283a478a-50e8-41e3-a26e-549c05e09dd4
mostly-true,republican bill would change john doe criminal investigations creating exceptions law politicians,LIAR,636fb916-4080-4048-8eb9-135883eba6a1
barely-true,two terms missouri general assembly jason kander passed zero bills signed law,LIAR,2d8ce0c2-ea49-497f-8b14-437fe0964168
true,ohio losing 700 family farms year pay inheritance tax,LIAR,e2a27879-88eb-44b5-b162-fe995e43561b
true,cities counties georgia dont websites elected officials dont email addresses,LIAR,2e85c589-cd67-4718-92b6-bd6d99cc7aab
false,oil companies havent touched 68 million acres already rights drill,LIAR,0287d204-8fb7-4cbc-9f47-aecf73e7ab06
half-true,incontrovertible proof speed contributing factor increasing vehicular fatalities,LIAR,199d1e31-d7f9-4b3f-8e8e-0dbb91c7cc9a
barely-true,republicans actually doctored emails administration officials benghazi released press trying pass real,LIAR,6fc89147-7847-494a-bf9e-884d58bd3aa5
false,says rick scott called education core function state,LIAR,5d12cf36-1561-4f6e-90f0-d223cd58f34a
true,tommy thompson created first school choice program nation giving thousands milwaukee students choice go school matter live much money parents make,LIAR,0f45673b-fd79-4f4d-8f59-e0603e683fb6
pants-fire,20 million people could lose current coverage including senior citizens medicare,LIAR,6d2b0505-ee40-4af7-8276-6be326cb273b
false,killed lots innocent people state texas,LIAR,07d8422c-fcad-4106-b916-8eee59f78e51
barely-true,jeb bush donald trump differ immigration spoiler alert dont,LIAR,c07927cf-dedc-4053-b1e4-0be86f822f31
false,whether global warming manmade,LIAR,75cd0cc3-147a-4607-b849-a88b2e7016b2
mostly-true,estimated 56 million americans dont bank accounts,LIAR,2712ef64-a30c-44de-b46e-aaa07969d8c1
false,fiscal cliff agreement largest tax increase history,LIAR,f51b276d-b3f4-41ce-9bda-5bf66e763335
barely-true,says 201415 state budget cut border security funding fight criminal gangs,LIAR,7439c1d8-0151-47c4-9047-b7194ff920b7
pants-fire,wic program incredibly cost effective program serving nearly 10 million americans year costing less 100 per person district 18 percent residents suffer food insecurity depend wic make ends meet,LIAR,cc77d0f1-92f7-4927-ae1c-9d1ac8608739
mostly-true,headtohead polls general election beat hillary clinton anybody 11 points,LIAR,b5c20a19-4353-4b70-8018-4271ecf7d6c4
barely-true,says gina raimondos venture capital firm secured secret nobid contract funded taxpayers,LIAR,0332f4d6-69aa-4ab3-b45d-514efd9c4c34
pants-fire,datastoring microchip would implanted majority people opt become covered public health care option,LIAR,a27a40fb-e0a7-420e-aa7b-2fadf2a800fa
half-true,compact fluorescent light bulbs toxic environmentally friendly,LIAR,13a89ee6-b6cb-4247-8860-5619648a8fa7
false,net global warming decade,LIAR,aeee23e5-7ae9-4815-8e06-3d6c187d3a6c
true,says president barack obama released statement death brother robin williams statement brother michael brown,LIAR,04fe8623-d770-4bd2-9a47-1b985d706617
half-true,less two years ago made commitment repay us taxpayers full today made good promise,LIAR,88ead403-c9da-4309-b271-c555c1fcd592
true,federal government 77 different meanstested social welfare programs,LIAR,08e516cc-5dc2-4627-b419-696d8d354132
mostly-true,democratic party oldest continuous political party world,LIAR,6523b666-a212-4b56-9b2b-3ae651100922
barely-true,says hillary clinton taken hundreds millions countries women stoned women killed adulteryand women cant drive,LIAR,a7183f57-819f-4c83-b4f6-f50dab081369
mostly-true,us court appeals fourth circuit compared health care law buying pepperoni ham pizza dominos pizza hut,LIAR,68b07da5-54a8-4b8a-a2dd-767a96fdfa3f
true,us military footprint africa nearly nonexistent,LIAR,cffd836b-7def-4589-a8c4-2ed79aa4b76a
mostly-true,says carlos beruff supported charlie crist even switched parties,LIAR,e60fa2ae-be29-4465-aa9f-983d04dcb6ab
false,social science irrefutable children better raised mom dad,LIAR,40e43d5a-869e-42b2-8030-b916986b7063
half-true,first installment health care reform raise deficit 250 billion,LIAR,cc528119-ad29-4baf-a418-8b549b2d5c98
half-true,says passed bill stop military requirement wounded soldiers pay meals phone calls,LIAR,571dd357-0cec-4108-a439-75b3c39086f7
true,federally licensed gun dealer license revoked youve engaged misconduct entire inventory prevailing law deemed personal collection sell free background checks,LIAR,11a2e3da-f9f4-4e12-97c9-770d62712e85
half-true,says photo id voting law georgia didnt dissuade black voters participating voting hasnt doesnt apparently cause effect state helpful,LIAR,33479846-2133-4c4d-b49b-7031f31cb415
mostly-true,says wisconsin state employee contracts gave employees 4 bringing lunch,LIAR,d576ee51-4a2d-4549-aa8e-c3f46889e706
half-true,obama administration raising taxes,LIAR,07df6f73-6347-443d-b38a-f9a1aae26a65
half-true,says supported 1994 crime bill ban assault weapons bill,LIAR,ea8c7265-da98-4389-9446-9d0da4731fee
mostly-true,says 600000 700000 government workers laid last year half,LIAR,eb9803dd-fcb3-4461-956a-84389997ab5a
true,already health insurance job medicare medicaid va nothing plan require employer change coverage doctor,LIAR,476d629d-5b38-4e47-b49b-bef35ff47cc1
pants-fire,president executive order could grant voting rights illegal immigrants newly legalized pending legislation,LIAR,6e6462e6-d536-4c92-b065-42765884c519
barely-true,says mitt romney medicare could end know leaving julia nothing voucher buy insurance means 6350 extra per year similar plan,LIAR,9d275f3d-1377-45be-8275-39e69e476e12
barely-true,tax burden virginia families lower tim kaine george allen,LIAR,8ae20859-d092-4bc5-afb1-669fdadf8ce5
false,rhode island one six states use everify,LIAR,48589dba-ba03-44c8-a469-c2d64f9b902e
half-true,says unemployment would 10 percent people quit looking work included federal labor force calculations,LIAR,1d4b4486-04f6-47e2-b9b0-3ce32eae79a5
false,commerce secretary nominee john bryson appears endorse world government,LIAR,2b0ef014-cf75-4a7c-a5aa-5983db047f73
false,kurt russell forms new nonwoke actors alliance roseanne barr tim allen,PolitiFact,f85a3084-b97d-4b48-a96b-b0dd0d280adc
half-true,one reasons believe trouble yemen lost population drone strikes issues thats stirred population thats happening yemen,LIAR,c90e2e7e-e525-4a9a-b95f-4dbade514acd
mostly-true,past 10 years austin water rates increased 100 percent highest water cost top 10 cities texas,LIAR,f55d859d-5339-411b-b60c-8b2310c012bb
mostly-true,says georgians get health insurance 105 month,LIAR,523554e3-7d26-4f42-8ff3-df39665a54a0
barely-true,hard get people portland vote yes ballot measures especially theres opposition,LIAR,c3fc81a3-15b8-467b-b736-caf4f1a7c47d
mostly-true,agriculture contributes 71 billion georgias economy annually making states largest industry,LIAR,052f86b3-e15e-4e08-95ed-73da723eba20
mostly-true,says rob portman said auto rescue lousy deal ohio,LIAR,0e4c5ad2-f493-4c3f-ab62-3f66db9c7d0d
mostly-true,says states mandated tests come english company,LIAR,f84d9a3c-5538-4a19-baaa-7c73099a91b6
false,espn fired shannon sharpe,PolitiFact,e4ba868b-8d6d-4f57-9c4c-d11cacc841a0
pants-fire,boston marathon bombing suspect tamerlan tsarnaev buried far president kennedys grave,LIAR,68a2cae1-941a-4696-8b8e-5a6190dadc18
mostly-true,created 60000 net new jobs since taking office,LIAR,3e990ccb-d462-49ae-bc25-7a64da599d83
barely-true,paul ryan one less dozen republican congressmen voted every bailout come congress,LIAR,fd5cdf9a-47ab-4928-8ba2-e3bb3c869a12
mostly-true,ed gillespies 2006 book promoted individual health care mandate recommends enforced irs income tax code,LIAR,ddb64629-4809-494c-bdbd-d5d37c5f1ef7
barely-true,percentage gross domestic product reducing nondefense discretionary spending lowest level since 60s lower reagan lower clinton lower bush bushes,LIAR,37ec482c-d336-484f-a8fc-d375521613ba
true,sixty percent auto thefts st petersburg caused people leaving keys car,LIAR,06a592ba-c48f-4916-a945-3e0aa0b8819a
mostly-true,seen hate crimes skyrocket wake immigration debate,LIAR,7975ebe6-23b1-4cea-978e-59ad891a6e2d
Correct,american writer james baldwin said state israel created salvation jews created salvation western interests,Snopes,fe67c284-7665-478d-aefa-a6d844df57ab
mostly-true,taxpayer money provide ipod touch devices high school students utah blackberry smart phones smokers kick habit funding study exotic ants east africa,LIAR,cbf61cd0-6d02-4d46-85f5-dd9f09ad8fb8
mostly-true,original compromise confederate battle flag south carolina put back side statehouse public view would appearance sovereignty,LIAR,a3e4c2bf-a605-4298-8ba2-6346a3cad2c4
false,one voted iran deal,LIAR,e972edfe-48bc-4af6-b37c-09d36c4afa41
pants-fire,amount money hillary clinton would like spend refugees could rebuild every inner city america,LIAR,200257a4-ea1c-4496-9dc0-911c54f1eac1
half-true,says donald trump written 10 checks hillary clinton four checks senate campaign presidential campaign,LIAR,f4cd5ff4-d905-47e3-89b4-de4e64e2f232
false,says congressman bill pascrell voted remove public option affordable health care act,LIAR,13bc9c25-127b-4a6f-83d1-91c2259d7524
true,nine democratic debates weve one question womans right make decisions reproductive health care one question,LIAR,0d678329-495f-4e16-8f4e-ebd1909c388e
mostly-true,illinois senate barack obama passed legislation moving people welfare jobs,LIAR,70e90ed8-a1bc-45e7-81a4-c3ec2ecb21ad
true,obama says clinton 2002 suggested connection alqaida iraqi government,LIAR,1116b060-af93-44c6-812b-0ceffd9dcf7f
true,new health care law landscaper wants buy new lawnmower restaurant needs new icemaker report feds,LIAR,48ff37e2-e2cf-4a8a-a369-f8de575522e1
half-true,1929 secretary state shut program collecting information protect america unseemly move led millions millions deaths world war ii,LIAR,b9a45cfe-d546-4c88-861a-15e85db4a210
true,president reagan raised debt ceiling 18 times george w bush seven times,LIAR,011547a6-5faa-477b-b869-9dc638584166
barely-true,currently 4045 americans paying taxes,LIAR,0c91c110-608c-4892-8ae3-24606abe1373
